gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,negative
RP5-862P8.2,-0.53750083062,-0.49475185209,-0.36067560448325,-0.55843991451175,-0.503591052231,-0.37398475896774996,-0.27300394032974995,-0.24424860884174998,-0.34504132475525,-0.40800825340075003,-0.61615712150975,-0.45986673696475,-0.40591122217475,-0.406467435591,-0.3888230321145,-0.46082109232125,-0.637686531666,-0.4668871959985,-0.55467742359675,-0.30730885436675004,-0.39532144354775,-0.325322853284,-0.4593570342695,-0.35226280844975,-0.38938430939,-0.474248166335,-0.48018614343325,-0.13526256836875,-0.44857958269975007,-0.54386779946275,-0.34271752528525,-0.21739775216025,-0.30303171509625,-0.39987066481450007,-0.402639769309,-0.5315476998549999,-0.47260238332175,-0.4732868958075,-0.4526972084625,-0.56104082169725,-0.27933682577975,-0.3617951947165,-0.5587676512485,-0.356726126854,-0.47177519420450004,-0.63185951348775,-0.5207101809572501,-0.6600027608975001,-0.5090628663022501,-0.496498239329,-0.576946436099,-0.4646395782725,-0.4458447281935,-0.545989724837,-0.48948365575224995,-0.36431515433075,-0.32795020065799996,-0.146817830301975,-0.35702794836675,-0.5212000210797499,-0.305966653966,-0.17501456379475,-0.169581067218775,-0.151883780626025,-0.348900948483,-0.35559955094625,-0.31824373623125,-0.30393260833825,-0.335716915011,-0.45820847848250007,-0.5189474899834999,-0.37719251978875,-0.49774037458825005,-0.39534371777025,-0.36406241962700003,-0.32672469429999995,-0.489271840693,-0.3558394180805,-0.478315443216,-0.5700897577340001,-0.5315784645645,-0.48244364067324996,-0.3191591163855,-0.40009231077325,-0.33988714868625003,-0.57188936612775,-0.45490349076000003,-0.30314440618274996,-0.362298601452,-0.45308687149275,-0.41158411340650003,-0.36425709896925,-0.31070323055675,-0.55213623448925,-0.28285183286175,-0.6333566833405,-0.5653885843922499,-0.39781823383225,-0.27501306287475,-0.3154400282105,-0.3906026513495,-0.28715877188600003,-0.25574443633,-0.6280261547455,-0.3185239418055,-0.323995174243,-0.3859412015375,-0.373787864214,-0.57224246493725,-0.2913980872,-0.033031569934270755,-0.39407847313625,-0.2817695766619333
KIF18B,-0.4428262073975,-0.40592885522875,-0.2990985792855,-0.47151892024,-0.50528592913475,-0.33230168553399997,-0.23526734393425,-0.22961628472675,-0.25650735690725,-0.27039573311625,-0.5832677271090001,-0.33284247606024997,-0.27801526493425,-0.32146301723025,-0.378263437635,-0.38444110317825003,-0.6134703171505,-0.468592798822,-0.55089962157825,-0.27960539016575003,-0.38626513957225,-0.3315704192855,-0.38402109081374997,-0.2352539843675,-0.27620308184099995,-0.48030126301850007,-0.47136279562825,-0.22994080321975002,-0.35465056298925,-0.4305704960175,-0.28604989434725003,-0.2077897089415,-0.36411547127575,-0.38478258836699997,-0.32237465210774996,-0.391448674102,-0.37517107649250003,-0.35724959138425005,-0.39491186100725,-0.49664961758325,-0.227684336526,-0.25541148451575,-0.5452390290735,-0.242397337983,-0.4676821806615,-0.5861078119977501,-0.334803840006,-0.5144285962990001,-0.40229164315724997,-0.39677996194325,-0.537075824157,-0.36665266154225,-0.34926757085500004,-0.400011704027,-0.36431515433075,-0.31037717063225,-0.48917903307425,-0.1850011373901,-0.3277417701805,-0.41455096942175007,-0.21321919736625,-0.19056761315325,-0.22817676780075002,-0.20803909363895,-0.221276870364,-0.27054874910725,-0.3698869979705,-0.337831663271,-0.24619850748674998,-0.27450748471325,-0.40759462020625,-0.34927868518499994,-0.536701596203,-0.3543367009285,-0.3129672895415,-0.231642148931,-0.44418258958574997,-0.33951208931275,-0.299428643198,-0.50955767308775,-0.4191265494405,-0.39063312759175006,-0.22213143292350002,-0.31526295509,-0.25306304016500003,-0.48206077360425004,-0.43364638960674995,-0.2260661759585,-0.30274449320825003,-0.37593219502100006,-0.38162418510324997,-0.25964011439225,-0.269890471354,-0.54743001446075,-0.20765853898775,-0.4620429800425,-0.54966632987075,-0.43062195489825006,-0.25375250340800004,-0.3126670798915,-0.26512631700074996,-0.2373349822105,-0.253380483354,-0.5639718141475,-0.25105434439425,-0.29060145447925,-0.27624723385275,-0.303337809101,-0.50331569804375,-0.2154884019005,-0.14198039246505,-0.25926404278924997,-0.22269187638436666
KIF2C,-0.4144270923035,-0.35350157211775,-0.21063508089150002,-0.483605449417,-0.5034517837032499,-0.19386965749242496,-0.133303733205925,-0.121443198750175,-0.18817146672575,-0.19719619476987502,-0.5751353604645,-0.26754756336075003,-0.1712571128925,-0.28770502931325,-0.2942491808695,-0.35727733910625,-0.653554073978,-0.37310508333325,-0.49300006680825,-0.17327590153244998,-0.27978119022165004,-0.22331841509349998,-0.31164879700325,-0.15226556317575002,-0.2098922827765,-0.451935732969,-0.40061407296175,-0.020579290336975007,-0.28274157075225004,-0.37023529698299995,-0.215747569006,-0.06835010020185,-0.23580921501325,-0.23815266121700002,-0.23136942055999998,-0.333713926467,-0.31956718938225004,-0.32219938778824997,-0.34478965664325,-0.48945099345,-0.08216851064667499,-0.16594797376545,-0.500970240315,-0.17541590346,-0.39630011020199996,-0.53862537228625,-0.267864272823,-0.48539664885025,-0.37814136621425,-0.34609371536875,-0.48023979189125,-0.21285888201002498,-0.284315948067,-0.35036214999250004,-0.32795020065799996,-0.48917903307425,-0.310685635409975,-0.016810414181350007,-0.199609556536,-0.28145976915075,-0.137998345008075,-0.028551507945,-0.050866955321475005,-0.0485982898682195,-0.162344174569,-0.180153916267325,-0.17537620534999998,-0.237318551965625,-0.123028909566725,-0.213928963452,-0.330311478971,-0.19798660678575,-0.49201262519774996,-0.24788408592825,-0.2232429306255,-0.1107223970398,-0.3935215273045,-0.21496448809225,-0.2744194757495,-0.5113901795525,-0.38743509091775,-0.322072314643,-0.1326701597721,-0.25061387063635,-0.159156223515,-0.42263788146049996,-0.32708755309625004,-0.1520272102135,-0.21867778811875,-0.28469188149125,-0.276673368786,-0.19727463115787497,-0.11507546577450001,-0.5471455931107501,-0.14439264917575,-0.4254758023635,-0.46689819633850005,-0.29437033913625,-0.161999910577025,-0.19613937221489997,-0.1402357268505,-0.1194455257886,-0.143737429927575,-0.57506304197,-0.1819245300085,-0.18163240202859998,-0.174419172047,-0.23004034382725003,-0.4654883553715,-0.125084893349625,0.029374981700874995,-0.1418478953241,-0.10308603150544667
KLF1,-0.0371926420608,-0.139658210624435,0.03233254526712501,-0.43276718201475,-0.170696878873,0.13663733811849998,0.09340209352,0.133415869802675,0.020356922414975002,-0.075184082769075,-0.53485246945875,0.0738676035397,0.016028931509007503,-0.151456013836725,-0.1127368847988,-0.256236680542675,-0.32486405448850003,-0.130656366869575,-0.176462074998375,0.1226399913248,-0.0652989732895,-0.03816855574044999,-0.25966140628185,-0.058676280902187496,-0.014491154031050002,-0.27145503054799996,-0.363709455911,0.21612959707399998,-0.06329119269792499,-0.33877281767025,0.012410314121075,0.14455868536025,0.06641492127712251,0.014809570840299999,0.002735435721775004,-0.16398009692675,-0.14000563977430525,-0.049763043992975,-0.147673775428925,-0.43041471011275,0.174186961285,0.096187290582465,-0.4023167317965,0.029524982448415,-0.29491132868500003,-0.38157938427075,0.05029912850735001,-0.246995696354,-0.18840392406025,-0.19072018290249998,-0.34097347463175,0.031101850833282492,0.0758528336345,-0.15538376077737498,-0.146817830301975,-0.1850011373901,-0.016810414181350004,0.13139441652349998,0.0914456359412,0.055556450173675,0.07524271216262499,0.18341041224175,0.16421520223925,0.1910113250305,0.087994010063,0.0670359697895575,0.065553856510225,0.070597863507275,0.139700851427625,0.0568762721808,-0.0526900326841,0.052940526695625004,-0.3267512846984,0.0081002606206,0.08710297573004999,0.12370711620449999,-0.197941658318875,0.05134350351,-0.049138480228225,-0.48033119541775,-0.24102975693974998,-0.19029848288605,0.0699693836486675,-0.045903116732,0.07387019860861749,-0.16105992579720002,-0.12782286571135,0.11041785195875,-0.0634427687903,-0.11287098551937251,-0.10414432853005501,0.0126599306302,0.1551003805515,-0.239206448926575,0.07750785939714999,-0.2021155185515,-0.284222538555,-0.033566639004875,0.142693180350625,0.09677629087219575,0.035693613792569995,0.14069506501825002,0.0831088444333,-0.5406772014865,0.0545467714452725,0.09378246449305,0.018142789005817502,-6.866498268500582e-05,-0.26981108989625,0.056877600926175005,0.209978801774,0.12236280961875,0.1507257869134
KMT2A,-0.41908040908300004,-0.38977845654275,-0.22314726769575,-0.4527488695265,-0.421808869885,-0.19135936462,-0.13651476085602499,-0.08552670235234999,-0.21996961687525002,-0.21926163225125,-0.5759632934672501,-0.28370134733675,-0.2192408121735,-0.2975159549515,-0.30998953922625005,-0.38174625607824997,-0.5979510987805,-0.34265254687825,-0.39105132469,-0.150938237457475,-0.310902322312,-0.261917474645,-0.31943593950250004,-0.16970684238324998,-0.22450745824674997,-0.4508859258385,-0.41697005457225,0.020165213175080004,-0.2543771171695,-0.3713806350555,-0.20264320569275,-0.024264981156265,-0.211641051458,-0.3137986003995,-0.20906326356425,-0.301982682871,-0.31835364779225,-0.29553476100875,-0.325382184161,-0.47212347667175003,-0.059405437232775,-0.18033276196300002,-0.475178307089,-0.17574473220375,-0.39557210905475,-0.532353940491,-0.2508596313065,-0.46027920134925,-0.43304862248525,-0.335554560183,-0.5073386291135,-0.21288059417775002,-0.23491527597,-0.33532613497575003,-0.35702794836675,-0.3277417701805,-0.199609556536,0.0914456359412,-0.15731941302925,-0.286966324124,-0.17552910864375001,0.0045865521354549995,0.011870365270225,0.021152762051970003,-0.1645210512645,-0.160879926541,-0.18360821809849998,-0.194848089991275,-0.1089448162522,-0.21015583279675001,-0.360483325902,-0.20434515723549998,-0.49481674000325,-0.18186294515149998,-0.20498969068900003,-0.1140144384912,-0.4008743644155,-0.1848840778115,-0.28199308537824996,-0.57612260429025,-0.3400602258465,-0.39030898733924996,-0.15177314444774997,-0.24090075155242496,-0.19213218794275,-0.3919948690915,-0.28200479571649995,-0.14654586445700002,-0.23283494538575,-0.327320542158,-0.288700215712,-0.21039716783114998,-0.039711280333475,-0.476598698285,-0.12134536422360001,-0.36717311009,-0.49166367795974997,-0.29400615854225004,-0.1430896029289,-0.1831973317735,-0.119300632148075,-0.09139480599739999,-0.1197338478985,-0.62788573549,-0.16371789355924998,-0.1694781039385,-0.211405815748,-0.261507392572,-0.47738493933650006,-0.148629951592975,0.0623825650541,-0.14463706536275,-0.08456736787021668
LHX1,-0.5404039186385,-0.47273131948550007,-0.34589881079825,-0.56572586765575,-0.5351960118057499,-0.25667891825725,-0.24588204502,-0.20291065236724998,-0.30450379214625,-0.28668649291225,-0.6232381700812499,-0.47080046901074996,-0.2661894583845,-0.40671778315,-0.42933404162050004,-0.3927147534025,-0.5949861167125,-0.411174589892,-0.46897678547099997,-0.25414289043775,-0.37626876999250003,-0.382470511585,-0.41315490881775,-0.28005830563875,-0.31272347139475,-0.497613246042,-0.51453803415675,-0.046898270832649996,-0.43878832292025005,-0.42532462078375,-0.2727597826225,-0.22926760295975002,-0.26239422584325,-0.335377698664,-0.30523454498575,-0.499607668708,-0.46867597244225,-0.46877493608350007,-0.45127569017475,-0.531928764787,-0.17703428386775,-0.29533934717875,-0.540718729735,-0.289073050939,-0.5692319021635,-0.60147366664975,-0.48479942652600005,-0.56544261052025,-0.41712860792075,-0.45104142020525007,-0.580755943109,-0.3396542341735,-0.33675589108750004,-0.4985533066835,-0.52120002107975,-0.41455096942175,-0.28145976915075,0.055556450173675,-0.286966324124,-0.43911106736075,-0.212754350619,-0.0976630839676,-0.1505541455115,-0.096919858093925,-0.26550803919,-0.3163745612715,-0.335769431046,-0.26754637715799995,-0.25633068601475,-0.33331803576825,-0.48432723989099996,-0.3007942538445,-0.5437349889385,-0.37320461861775,-0.3457454647935,-0.261461845759,-0.45538726167550003,-0.36092609098925,-0.4845798111155,-0.59288179684825,-0.451267842388,-0.41373152336675,-0.2420235845095,-0.367276896349,-0.30777472081025,-0.5215519911100001,-0.42433009974924996,-0.2887653277465,-0.34294701682775,-0.39955708082874997,-0.373995617163,-0.295545837128,-0.163566832657,-0.55632743688775,-0.21446757084775,-0.5163663558155,-0.5289592678127499,-0.472823695991,-0.27278172433275,-0.362482082696,-0.20706486815000003,-0.21625074306449998,-0.19830734881200002,-0.5420569296345,-0.26294572095549995,-0.2724054570815,-0.306130444337,-0.362720501885,-0.539596495799,-0.25534947757325,-0.07067279516057501,-0.3291292144815,-0.1990455370436333
LYL1,-0.3701426959825,-0.32965155275875,-0.194643124948,-0.4909874366265001,-0.45710531446375,-0.158575231170675,-0.0989724656643,-0.0504283221158275,-0.1941991172935,-0.19393235704725,-0.5517045046525,-0.30091275830075004,-0.25422384671950005,-0.26189075347525004,-0.25060519160100003,-0.3219697408655,-0.442203487232,-0.224637457399525,-0.331364877098,-0.098982491371275,-0.209178860198575,-0.1918909881085,-0.2890585917395,-0.263088877921,-0.168136568546,-0.379090082483,-0.34642739931899996,0.027467582356465,-0.19592118343475,-0.40458062189325006,-0.15434200731745,-0.00013411805882249887,-0.124945776533525,-0.3168783217655,-0.160820887928375,-0.24090954778625,-0.26598813847775,-0.25829861133,-0.289166805963,-0.437354048535,-0.05950195784502501,-0.141212374930975,-0.4395811737925,-0.172038673321,-0.35652035194049997,-0.5091348561587501,-0.23259708028050002,-0.46791735704725,-0.4615196964385,-0.4573876098435,-0.57503372616475,-0.19528654456625,-0.1527445133475,-0.34692306098424996,-0.305966653966,-0.21321919736625,-0.137998345008075,0.075242712162625,-0.17552910864375001,-0.212754350619,-0.11461216875505001,0.005575793459324997,0.052400543177825006,0.041879489857365004,-0.14756696080249998,-0.140503920281525,-0.137709737643125,-0.14171283868275,-0.10162270739245,-0.23050031146324998,-0.28903895697525,-0.1489959073755,-0.39404415972825,-0.1135249923701,-0.1542955816935,-0.09557073092665,-0.28747016487325,-0.14990362098382498,-0.27559373271025,-0.49708726315199997,-0.45357974297075,-0.3430541379325,-0.14785779766575,-0.18157353986039998,-0.17909097272975,-0.41773119048675,-0.19365966433475001,-0.14059918393127502,-0.189110663206075,-0.316252369792,-0.18694285207225,-0.2000075335366,-0.05825322243855001,-0.4322557307775,-0.093716418470025,-0.2924150333755,-0.41399513712675,-0.20485086837695,-0.077164568041975,-0.13248938808095,-0.20298483971325,-0.082534391734175,-0.080367349942075,-0.5782118490395001,-0.146464429304,-0.1425687180096,-0.2333298037955,-0.20273334288475,-0.42868963653674996,-0.16449632375255,0.06849801876045,-0.133320654775125,-0.07689452055608001
MAML2,-0.23993128094075,-0.219768994575,-0.023619076596490002,-0.31194468399974995,-0.35600479668475,-0.020939344732025,0.0237824449679125,0.071707247174,-0.02731584464277325,-0.044510429179875,-0.46442547329625,-0.0504634482689,-0.0425948315146,-0.14583315063715002,-0.175097561372,-0.27920920479225,-0.5653237691155,-0.260244879298575,-0.401264833464,-0.0016272606097749998,-0.106522095912475,-0.0406504244459,-0.151992900194,-0.0197900569879595,-0.029452589510999997,-0.31688450362,-0.28477359512024997,0.15289061256074998,-0.13594420538825,-0.2966725126875,-0.063816688420368,0.0936615073766,-0.02986396277365,-0.11286756327650001,-0.09283316117665,-0.126647628327325,-0.11780810256765,-0.1108223942431325,-0.166496498871675,-0.318485132599,0.09615257660965,0.019316329043760003,-0.423409026911,-0.03620733801369999,-0.3071933360215,-0.46816431512325,-0.06144305256834,-0.39282595398849995,-0.2640308797915,-0.199658536277,-0.3444724358435,-0.0463389201268825,-0.06900090505665,-0.19504329913725,-0.17501456379475,-0.19056761315325,-0.028551507945,0.18341041224175,0.004586552135455,-0.0976630839676,0.005575793459324999,0.0669839569422,0.11489418487820001,0.12985434093575,0.012179103004155,0.00899789446635,-0.0343918103183,-0.02589880842485,0.0575766913172,-0.06771265709105001,-0.185364304542,-0.0162755377765425,-0.35848432468075,-0.05155130520508,-0.018016826761599998,0.05074506614595,-0.22493416115425,-0.06017795612025,-0.1299037349655,-0.33158200447925,-0.231972357388675,-0.17754348009249998,-0.008730200292902501,-0.062025192548525,-0.009269748608375,-0.270518900815,-0.1038884955815,0.005845009820089999,-0.085548120971925,-0.1689233058985,-0.0981737303882,-0.041686191450099996,0.0670067335376,-0.28359651012200005,0.019174351616700003,-0.233282686661,-0.37245422820525,-0.17768733728470001,0.032706976844224994,0.02300053448667,0.024467739039774998,0.06357157340555,0.019378328277674998,-0.5295948591745,-0.012325608292447249,-0.0020151373452942504,-0.02883264133345,-0.0450732595299375,-0.34553622073975,0.018500636929374998,0.15527518582,0.0162969157945975,0.06524500864334
MAP2K3,-0.239306745611,-0.190308093446775,-0.0377571020252,-0.31479565753649996,-0.38328383036575,-0.084278517052925,0.07003205861204,0.07755243233022499,-0.018375529339687502,-0.013326106718199997,-0.4445854907565,-0.0676720972641,0.001521678356299995,-0.1751146890225,-0.184221879544,-0.27259549219975,-0.6772109037335,-0.31325206678475,-0.37343541475474995,-0.020776428723775005,-0.1286148148480925,-0.021609007293950003,-0.132782811626175,0.019647441724359997,-0.030501243766900003,-0.31873349222650005,-0.3657037340885,0.1444102607942,-0.14327301189449998,-0.255871020015,-0.06313709007849999,0.05842910542455,-0.07363113223246749,-0.0943846180151,-0.12809393939047498,-0.12884329306307502,-0.1419789889371,-0.11857057005925001,-0.13095749523445502,-0.36051143665874996,0.093277518800025,0.033787466718225,-0.42518122247,-0.023647304959824998,-0.3412956212025,-0.42302035068724997,-0.042737005888525,-0.37843786020549997,-0.248229747791,-0.15037886103575,-0.20822358849625,-0.07363057358125,-0.065387869982935,-0.1589380580415,-0.169581067218775,-0.22817676780075002,-0.050866955321475005,0.16421520223925,0.011870365270225,-0.1505541455115,0.052400543177825006,0.11489418487820001,0.0428720963181,0.08519581347295001,0.03299084852913,0.019765959796610003,-0.080522032069125,-0.046233997248624994,0.060464646555995004,-0.0036536018260250012,-0.1569052446827,-0.0011994862701500027,-0.3137353683815,-0.08549356115412501,-0.02430714737755,0.06330482927969999,-0.16353373730034998,-0.033017099483024996,-0.0736043424915,-0.37432947607575,-0.19652403070832503,-0.122950998715825,0.026757992439685005,-0.090176237153925,0.0390699800845525,-0.20617927869525,-0.146497990591,0.0238713582832,-0.053530181449275,-0.085491326877125,-0.127627942457675,-0.010653532376025001,0.0807590988134975,-0.34544194921325,0.04266453186135251,-0.287533482429,-0.325970550039,-0.141845818404975,0.03875829064885,-0.00493442499255,0.04867299519399999,0.053814908475699995,0.019740118322224998,-0.5231553522554999,0.0005521212182624975,0.033885877112775,0.004825111432824998,-0.004277049000275,-0.33062424382525,0.049262056609025,0.17319892784275,0.040147542376925,0.07183915970823032
MAP2K6,-0.25185270512799995,-0.20453289535325,-0.032080844690175,-0.30940429028625005,-0.361595398252,-0.018623006469632497,0.0647636775084825,0.08743081124937499,-0.005158185459149998,-0.010498013494215,-0.446999991441,-0.056388221335100006,0.019988721550550002,-0.1518499241856,-0.148286683226775,-0.2534324132165,-0.650617062863,-0.268697813543425,-0.34707788125175,0.016832946590315,-0.1171575736128,-0.010830491447000004,-0.1305758376424,0.04257978705747,-0.03248210180572499,-0.301579809228,-0.34348338146074997,0.1593363782335,-0.161370388580225,-0.20454814373175,-0.05500907153267501,0.079607651149675,-0.0348371876174,-0.09860968621735,-0.08210625262895,-0.141603475713625,-0.142552672298855,-0.12023273019425,-0.14889829174732,-0.3534189580555,0.099080925766425,0.0457526622042,-0.412261028644,-0.011239359860907502,-0.283876235103,-0.4580458783115,-0.06916311627812499,-0.3783455704785,-0.25395840922975,-0.1448347991771,-0.2537396657525,-0.005126869993275003,-0.0627818062126,-0.17848889683335,-0.151883780626025,-0.20803909363895,-0.0485982898682195,0.1910113250305,0.02115276205197,-0.096919858093925,0.041879489857365004,0.12985434093575,0.08519581347295001,0.097460628403025,0.014761226818275002,0.026098080303305002,-0.05544641993344,-0.0211743723832,0.0595761452105,-0.0006002318946499996,-0.14599549722495,-0.01201459982744,-0.32706935522735003,-0.045485073090725,-0.006557866638649999,0.06538540289675,-0.1717045147782,-0.013564596826125,-0.0868078298413,-0.347432894905,-0.21079279297717501,-0.121713249280235,0.0317471736353025,-0.0816199506405,0.033053632505875,-0.24112486669674998,-0.1329169536796,0.01815686532919,-0.061557678099499996,-0.0907629302722,-0.074925984261,-0.001755986753124994,0.094911560039525,-0.296366329626,0.0345808101335625,-0.27079803935950003,-0.2769397429575,-0.14157171024799997,0.027859128085854994,-0.007658279690700001,0.058007730224672496,0.070249090804975,0.020980148798600003,-0.5279776720035,0.007926934601619997,0.03428573474655,-0.00665390467135,0.004558245337412503,-0.34731602661075,0.05895835176895,0.16982635656825,0.04286485764532,0.08249414699183334
MAP4K3,-0.3515324019865,-0.388766295665,-0.2150258099,-0.5077402139880001,-0.46377969814349995,-0.12980267185835,-0.09473034035790001,-0.045377528804000006,-0.1698365436495,-0.21565462295300003,-0.625461467923,-0.27452627092750004,-0.19958168099100002,-0.251017607642,-0.24125848317499998,-0.3243772480065,-0.618213558571,-0.317194950081,-0.436783090194,-0.10565550091680001,-0.246577069117,-0.19230208978799998,-0.3165060610185,-0.11553556040150001,-0.191660424472,-0.398508887699,-0.407993524456,0.026474337929135,-0.278960927874,-0.45809874930850003,-0.171298748163,-0.012732435581115,-0.155839479525,-0.23831466422800002,-0.203795216544,-0.3364831362695,-0.306715026411,-0.2861219296025,-0.355551269969,-0.462946209594,-0.0803856474555,-0.14444746220139998,-0.43789103282999997,-0.1763221931485,-0.3995567929955,-0.5627759846235,-0.2621498489215,-0.5140841440365,-0.36005053116600005,-0.40782383198350003,-0.459987090891,-0.186771694553,-0.235116285971,-0.33674327981999996,-0.348900948483,-0.221276870364,-0.162344174569,0.087994010063,-0.1645210512645,-0.26550803919,-0.14756696080249998,0.012179103004155,0.03299084852913,0.014761226818275002,-0.08587651972589999,-0.18085399715849998,-0.1367413174435,-0.1630682060923,-0.10715330325149999,-0.237110035115,-0.35696534631099996,-0.19045263401399998,-0.420551539319,-0.186891396629,-0.17680345170000003,-0.116104183973,-0.3603987109195,-0.1548489833865,-0.33530571016050004,-0.46739371618650005,-0.4150750055805,-0.3211781587685,-0.12211294437,-0.226744501835,-0.1307262085645,-0.41347691096000005,-0.262690679847,-0.13626269794,-0.2292968533675,-0.257290664546,-0.19728522372399998,-0.1809515460677,-0.041110087117599996,-0.44868527754450005,-0.07095069442330001,-0.48356245452,-0.44746315541549997,-0.2406226261105,-0.12254805261519999,-0.176508603187,-0.160933176465,-0.09682063346759999,-0.102445276216,-0.558304197889,-0.16150102275,-0.132182482218,-0.162898888752,-0.20527149044600002,-0.4950230964679999,-0.14094922861915002,0.06135109881235,-0.168633308737,-0.07621799996825998
MAP4K5,-0.35036785432074996,-0.37920941425625,-0.24882468428175003,-0.52303860276125,-0.43255462939574996,-0.18143132247875,-0.1043166760666,-0.07371357777525,-0.18360790766500001,-0.21882627107275,-0.60591769995025,-0.25032256797575,-0.16811055619275,-0.29323879845075,-0.305523183448,-0.36603849103125,-0.5754738638495001,-0.34069288873375003,-0.45710581665125005,-0.11975597634312501,-0.26106416155925005,-0.190346613177,-0.31126804213650006,-0.1776997043115,-0.206146106354,-0.38969267536700003,-0.45799444436775,0.02474393879661,-0.27282012794675004,-0.4268098755,-0.17412384068249998,-0.0101843392148775,-0.18698036617750002,-0.2552287225005,-0.21803428855624998,-0.3712562785135,-0.33086377418199997,-0.326403102036,-0.33708882576675003,-0.5210824138322501,-0.07070636036000001,-0.16018289473815,-0.5037077189085,-0.17238345280025,-0.41830623873875,-0.560210235165,-0.29757098259825,-0.52105306426525,-0.40240468221000003,-0.4028316021525,-0.4687879213435,-0.22663828209325,-0.24296786672350001,-0.36416374210875,-0.35559955094625,-0.27054874910725,-0.18015391626732496,0.0670359697895575,-0.16087992654099997,-0.3163745612715,-0.140503920281525,0.00899789446635,0.01976595979661,0.026098080303305002,-0.18085399715849998,-0.224249763803575,-0.170019928055,-0.16696685678425,-0.11052918278735,-0.26556952114300003,-0.34059493904224997,-0.17143020078075,-0.42876191259125,-0.24296054025475,-0.169595872337,-0.10754478211205001,-0.35008068125975,-0.18390875854025002,-0.34357588699124997,-0.4681773067735,-0.39830393630774996,-0.33160201717625,-0.12885069866875,-0.248710012025075,-0.15936419406225,-0.40959695764875,-0.30253020762399996,-0.120019236163,-0.23100512553925,-0.26615090201900005,-0.2528601525605,-0.21653712122430002,-0.044359028580215,-0.43066421421875,-0.0795992432122,-0.48419325613599995,-0.49866059001275004,-0.289177403145,-0.136607595788425,-0.180653651171125,-0.19304252146950002,-0.0918919814243,-0.108715603669725,-0.644815333799,-0.18952032765775,-0.13341472004167498,-0.1409302662745,-0.1922508501155,-0.5259886510227499,-0.12140094520372499,0.06353533700405,-0.15069872241624999,-0.08702609157974334
