gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,negative
GLB1L2,-0.3890907117445,-0.3531225106385,-0.21757415153775,-0.45991453293525,-0.461071557578,-0.1968463841,-0.11008723831407499,-0.07797887550299999,-0.178001325428,-0.19706612428775,-0.562514710048,-0.24370402860475,-0.20526657444024998,-0.277527966249,-0.33380926437325,-0.36345904967349996,-0.584448142401,-0.37561909318700004,-0.45129209324425,-0.16117977257872498,-0.272415001489075,-0.230327387885,-0.3304324567775,-0.21022741625375002,-0.21083204883275,-0.4041612289245,-0.42312931315375,0.036731618379095,-0.27638560237950005,-0.38123092301325,-0.1937772573098,-0.008107834624575002,-0.165434345827,-0.3023101253,-0.20248355495775,-0.331368806947,-0.31071711682775,-0.28494859915674997,-0.320300893967,-0.4854336365975,-0.050004593352935,-0.170949709698275,-0.5270007459599999,-0.14854180364754999,-0.42691543368225,-0.56424878274275,-0.26128060071799997,-0.5136927769415001,-0.39812873284975003,-0.35728932710600003,-0.460727973863,-0.23501233783704994,-0.2208205711315,-0.33858755429224996,-0.3617951947165,-0.25541148451574996,-0.16594797376545,0.096187290582465,-0.18033276196300002,-0.29533934717875,-0.141212374930975,0.01931632904376,0.033787466718225,0.045752662204200004,-0.14444746220139998,-0.16018289473815,-0.13758895971475,-0.1609325295617,-0.11379458895915001,-0.20448973452025,-0.359272034771,-0.19217059829025002,-0.50109251493875,-0.21087718041154999,-0.1898496992315,-0.1031866884886,-0.3990850334005,-0.20789512917664998,-0.3030156819905,-0.49019403963099994,-0.37288039049375,-0.319858250908,-0.14406784695012498,-0.2285277935371,-0.164109087623325,-0.405487154241,-0.2785234885915,-0.12283605434852501,-0.21834789279725,-0.2991026940845,-0.26527106961225,-0.19618161441385,-0.038518033065887504,-0.4514557205515,-0.10094101500389999,-0.4047974326455,-0.50058142051425,-0.28831794888175,-0.10062247191887501,-0.15610440558095,-0.1372508309897,-0.0945232515702,-0.0866300319879,-0.5700255490295,-0.152770549167425,-0.140434229316725,-0.19224360285874997,-0.22590855549125,-0.47725245849275,-0.110025216920375,0.080714730532425,-0.13303244693295,-0.07242781220144033
HES7,-0.528230611853,-0.5561930314715,-0.5232878347825001,-0.587984732782,-0.6101181915735,-0.5028046109205,-0.503190920354,-0.460696202043,-0.460919245488,-0.520625052898,-0.530477348088,-0.539266707471,-0.5533724040025,-0.47554987775449997,-0.4657819883905,-0.4198581647565,-0.664544614673,-0.6097647408625,-0.6686035769809999,-0.4835124069235,-0.5263464554124999,-0.387800794149,-0.525199991036,-0.533952598797,-0.5183497717725001,-0.543950685235,-0.513640941682,-0.341931090637,-0.5145263030025,-0.538129867333,-0.4896409702065,-0.461010207433,-0.4309997841255,-0.546040000594,-0.4928344757845,-0.5851757373415,-0.535269420431,-0.641540170945,-0.5498932481315,-0.5889789318235,-0.4944853516395,-0.5270007459599999,-0.566169699823,-0.4932708744545,-0.5732925507715,-0.5769921074095,-0.555415905018,-0.5904257103924999,-0.526181133828,-0.45797468136749997,-0.618542908116,-0.3927195034195,-0.5975582398629999,-0.567662347967,-0.5587676512485,-0.5452390290735,-0.500970240315,-0.4023167317965,-0.475178307089,-0.540718729735,-0.4395811737925,-0.423409026911,-0.42518122247,-0.412261028644,-0.43789103282999997,-0.5037077189085,-0.46957685607449995,-0.44765170489500006,-0.491184718461,-0.5208872200885,-0.516680566833,-0.526180074657,-0.6092188617829999,-0.5283951186295,-0.503129236578,-0.45182460659999996,-0.568727461634,-0.5167627719555,-0.540330148221,-0.583386320463,-0.45265301349299997,-0.5578810540104999,-0.459617279576,-0.5192203565265,-0.476333393851,-0.5924574185214999,-0.5420732239225,-0.432246364746,-0.486229202963,-0.5307490302519999,-0.5211323385245,-0.520793595058,-0.4773927379795,-0.614031216264,-0.438259483043,-0.570885717806,-0.5355383101744999,-0.5679348179220001,-0.411133512549,-0.48373036248550005,-0.475409349817,-0.5072332233900001,-0.43898888156,-0.562533826026,-0.53571926215,-0.514704701287,-0.5262966266,-0.494545037209,-0.5782146982325,-0.459690795457,-0.2524325332365,-0.5292117915495,-0.4795976404814001
HK2,-0.3586055590675,-0.35681032964775,-0.21930432063400002,-0.5101195720107501,-0.5553000807062499,-0.2508393675245,-0.13728219576275,-0.05733812880555,-0.243508050102,-0.21252270502500004,-0.515824505527,-0.2253415354835,-0.23612343540725,-0.26736260425375,-0.30371461222875,-0.357802658337,-0.4629882512575,-0.31993277162425,-0.41175750708125,-0.12101339207747501,-0.24447892420625003,-0.2435602016595,-0.30532754432975,-0.160551547439,-0.198943874458,-0.47046769870149996,-0.389086147607,-0.0159968986249375,-0.25412909511725,-0.4075257111765,-0.17466413902325,-0.025083837809575002,-0.18323706989,-0.3026340618905,-0.17015600589975,-0.27053180011625,-0.2692881701535,-0.2677454073565,-0.27258667865675,-0.5088333911555001,-0.07466494994147499,-0.14854180364754999,-0.4932708744545,-0.1077635751015,-0.41493330235724996,-0.557099563963,-0.2185772114905,-0.4882264983505,-0.37693911459525,-0.351257033984,-0.5971599068005,-0.2069353558185,-0.21838198179149998,-0.34953019036550004,-0.356726126854,-0.242397337983,-0.17541590346,0.029524982448414998,-0.17574473220375,-0.28907305093900004,-0.172038673321,-0.03620733801369999,-0.023647304959824998,-0.011239359860907502,-0.1763221931485,-0.17238345280025,-0.1453121997505,-0.1716561140595,-0.10216146189625,-0.2186647660435,-0.32858481386775,-0.19620553121224998,-0.45080720687575004,-0.16778497720399999,-0.148403682665,-0.10025462678815,-0.35860130476725,-0.20319855209825,-0.26159186933575,-0.4895953291225,-0.3570198074935,-0.35720096639025,-0.18965092231925001,-0.235919690764,-0.19646219812625,-0.44958597615124996,-0.24707457315250003,-0.14323790907175,-0.24653469773325,-0.31044376781899996,-0.25364224390125,-0.19125868531950002,-0.03899328317015,-0.4586661554685,-0.106216228907825,-0.369875610315,-0.45423065973425,-0.28474538568825003,-0.162127613037775,-0.208494878712,-0.18462420493099999,-0.098213467752125,-0.13653783894875002,-0.6055942195715001,-0.15459573621275,-0.16243159798774998,-0.23933520668525,-0.23570387674749999,-0.42172602703025003,-0.1784172306455,0.022029363947855,-0.12267210639275,-0.09098238852611666
HNF4A,-0.45758346874775,-0.48047420191025003,-0.4440304296634999,-0.5303661090575,-0.5128185785742501,-0.425714825754,-0.36943530264975,-0.36592127607125,-0.38109358721275,-0.40824817580875,-0.606323493918,-0.46606597839975,-0.45176513502925003,-0.396039151094,-0.42650151955125004,-0.448461433398,-0.6860814928980001,-0.45223891095325,-0.53622016179575,-0.4353098279905,-0.45831561786325,-0.436073959511,-0.450471037486,-0.43053702511775,-0.354149567704,-0.4673343467175,-0.5112794862057499,-0.23289257509525002,-0.49807728666150003,-0.52285362913375,-0.39447622766475,-0.387716855307,-0.2868039831415,-0.495957765553,-0.4493568742745,-0.5058064618005,-0.5150652686492501,-0.5129849986449999,-0.4956519187565,-0.55377705306975,-0.35562940832324996,-0.42691543368225005,-0.5732925507715,-0.41493330235725,-0.36991246121,-0.59767611671,-0.475703348523,-0.58266057555425,-0.51089237359275,-0.46274912732449996,-0.5203853038777501,-0.467970442324,-0.5325360780364999,-0.5206524434135,-0.4717751942045,-0.4676821806615,-0.396300110202,-0.294911328685,-0.39557210905475,-0.5692319021635001,-0.3565203519405,-0.3071933360215,-0.3412956212025,-0.283876235103,-0.3995567929955,-0.41830623873875,-0.37802832871375,-0.36506380779475,-0.39197575090575,-0.46758260070725,-0.49790424614,-0.41187691580374997,-0.5161382894355,-0.4252261730875,-0.3951863533205,-0.408775224152,-0.45808757659975,-0.41368782666424997,-0.45345794458875,-0.54943603424875,-0.46397418050325,-0.47442667764650004,-0.43707694074674996,-0.46391298384199997,-0.4455647134299999,-0.5452195038745,-0.480708035059,-0.37046931973025,-0.37039423601849997,-0.46359352884925004,-0.5474345808607499,-0.38511319747925,-0.34856852259025,-0.5115546445295,-0.34886205184675,-0.516432733682,-0.55269150693875,-0.4754550890535,-0.35563055831,-0.3215821233225,-0.384280200022,-0.3951500494265,-0.33769028651349997,-0.6344386781610001,-0.38276898985175,-0.45895602766175003,-0.4334272031595,-0.408857681492,-0.5787421206475,-0.36070571595425,-0.132694152371025,-0.43631492484975,-0.37627465614226674
HOXA13,-0.6067059369525001,-0.5720895122555,-0.5648895182285001,-0.6260164208132499,-0.6493618248322499,-0.55574592932525,-0.477990609784,-0.5091390337642501,-0.49147766571425,-0.53912037722825,-0.64345983257975,-0.5930450695885001,-0.589381399475,-0.52261887003125,-0.50673663653,-0.473209600388,-0.748741700504,-0.6265197235325,-0.6902225019755,-0.5431518550000001,-0.58005810898125,-0.4991154240225,-0.595654627264,-0.559290616278,-0.5605564215125001,-0.552825151163,-0.61861867782025,-0.39010981559524993,-0.5632940671619999,-0.6484072291975,-0.5084583767655,-0.46024356172525,-0.55989133785075,-0.642051320807,-0.581514269335,-0.60339661681925,-0.572325661956,-0.6182600445317501,-0.6073494990947499,-0.66596050387725,-0.533221677811,-0.56424878274275,-0.5769921074095,-0.557099563963,-0.59767611671,-0.56450665274725,-0.640827403506,-0.6419728916835,-0.5971893467605,-0.574307354265,-0.610200917632,-0.612861816006,-0.546353322554,-0.605768680123,-0.63185951348775,-0.58610781199775,-0.53862537228625,-0.38157938427075,-0.532353940491,-0.60147366664975,-0.5091348561587501,-0.46816431512325,-0.42302035068725,-0.4580458783115,-0.5627759846235,-0.560210235165,-0.5408276939535,-0.5485466730474999,-0.5769873057572501,-0.6229813337835001,-0.6024755302017499,-0.5718978054392501,-0.641521251809,-0.55997181910225,-0.576435108594,-0.5618562980745,-0.6057656454042499,-0.571720192349,-0.62095440045,-0.5929683399445,-0.5890853337024999,-0.55176777796325,-0.50973445665825,-0.59897295333625,-0.53644267325375,-0.62067400384325,-0.5663454630367499,-0.50934374841725,-0.5187835882835001,-0.49844035647124996,-0.58886818470975,-0.5850909338725,-0.56440139664675,-0.59202021992475,-0.523980829883,-0.6615990649285,-0.63315139542775,-0.5791361442905,-0.48182398715825,-0.45622430298425,-0.5970607062255,-0.5449019321205,-0.4961483808475,-0.6691586882665,-0.56188464974925,-0.5321547029977499,-0.5571949484350001,-0.555037719847,-0.63982896603675,-0.47576908229375003,-0.278254673894325,-0.61238446035025,-0.5412894843600999
HOXB9,-0.48335775558399996,-0.47308150875050003,-0.31139394239874996,-0.5545947964244999,-0.48321208320474995,-0.23428103362175,-0.2056557995948,-0.201775233507,-0.25343185632224996,-0.28999042453324997,-0.6376428747334999,-0.41966463357325,-0.26851318673825,-0.31568563034475,-0.37326576055149996,-0.38277301783425,-0.6509949183379999,-0.437196110176,-0.5141360278845,-0.25035381385975,-0.3496777212115,-0.2693477777155,-0.418948564246,-0.22392730544875,-0.29122191425224997,-0.44754245566649997,-0.51961929404025,-0.024475244372235007,-0.380388134057,-0.4768784530685,-0.27298249049325,-0.118004433910225,-0.34842161622574996,-0.46734075638649997,-0.32909380044825004,-0.5135147605265,-0.47278851450175,-0.45425371646050006,-0.43896819482475,-0.5470983164325001,-0.163290801273625,-0.261280600718,-0.555415905018,-0.2185772114905,-0.475703348523,-0.640827403506,-0.37620642337775,-0.587349811461,-0.4506521592785,-0.44499940985175,-0.53378796107625,-0.29496747550175,-0.46498143385199997,-0.47038950890675,-0.5207101809572501,-0.334803840006,-0.267864272823,0.05029912850735001,-0.2508596313065,-0.48479942652600005,-0.23259708028050002,-0.06144305256834,-0.042737005888525005,-0.069163116278125,-0.2621498489215,-0.29757098259825,-0.282081833252,-0.3162638122235,-0.224469720317,-0.432713321009,-0.45373288473775,-0.265679609047,-0.51334271980475,-0.35037586718725,-0.299130516864,-0.2543773695285,-0.467462638709,-0.311786548795,-0.44637908309275,-0.5626184794619999,-0.44125675640975004,-0.3865731747305,-0.2024475687015,-0.35065679921424997,-0.24514696201699998,-0.5425828942269999,-0.40883187782474995,-0.221456456572,-0.30572522022225,-0.39923085056225,-0.33025361017450006,-0.314748105692,-0.195487443193325,-0.5302462060095,-0.205086064061,-0.5413718212155,-0.54625522605775,-0.39653789729775,-0.18156298168005,-0.21887552488894998,-0.224612673586,-0.203876601678,-0.16258798439325,-0.5700280468954999,-0.2817584859325,-0.254850042592,-0.25405829335275,-0.30547136721475,-0.5660662152435,-0.15977897933355,-0.003736866509825,-0.287843994211,-0.16938463164387665
HOXC13,-0.60524076779975,-0.518377210051,-0.47272677947700004,-0.5905063646785,-0.5917571194844999,-0.5293647884575,-0.49596623846425003,-0.4114987423865,-0.483605708234,-0.576411535169,-0.62222375697775,-0.54676861903175,-0.5610482790175,-0.47564400145575003,-0.463081431698,-0.47902036382925,-0.714266907748,-0.58865791961225,-0.60771029975625,-0.47683585265375,-0.538994979283,-0.47611806606999996,-0.57962131852125,-0.547246469577,-0.49554882836899994,-0.5702891157159999,-0.621552966426,-0.2966523604795,-0.514391726202,-0.6144837206867501,-0.489703017674,-0.408621602206,-0.5293372346577501,-0.6149371831165,-0.544957883002,-0.6089655167205,-0.60418911769425,-0.583986471107,-0.59151853504175,-0.58826752002675,-0.44807356960925,-0.5136927769415,-0.5904257103924999,-0.4882264983505,-0.58266057555425,-0.6419728916835,-0.5873498114610001,-0.529194195556,-0.6096023875485,-0.59839260302425,-0.6012178680035,-0.495165561558,-0.6079742470775,-0.6170051654235,-0.6600027608975001,-0.5144285962990001,-0.48539664885025,-0.246995696354,-0.46027920134925004,-0.56544261052025,-0.46791735704725,-0.3928259539885,-0.37843786020549997,-0.3783455704785,-0.5140841440365,-0.52105306426525,-0.524936868398,-0.48288103449925,-0.530062628925,-0.5983176452282499,-0.55233826317525,-0.557611251254,-0.61621096799175,-0.5439985599620001,-0.5270654449509999,-0.449579380033,-0.570305548591,-0.53240142228575,-0.606874754647,-0.6101583402365001,-0.57736042288975,-0.57109583864725,-0.48984866535775,-0.5521830418667499,-0.46858185155825005,-0.59906654500325,-0.5444527064995001,-0.45664253319049997,-0.48438454912525,-0.52993475336875,-0.494468755798,-0.541197938282,-0.5019168803127501,-0.58321173286725,-0.43424965300650004,-0.6015263126315,-0.5738587149034999,-0.5787570464225,-0.42621263808025,-0.421805357392,-0.56146957360775,-0.50221592625,-0.4024880044425,-0.5881755799724999,-0.507967472761,-0.52895863504275,-0.52731625923425,-0.51328927186725,-0.6127168880985,-0.450797218504,-0.2194917560845,-0.6012227808567501,-0.4741450332707333
IER5L,-0.60029159195225,-0.484331126794,-0.42840737750775004,-0.53082256623725,-0.53986850807475,-0.40768160441325,-0.334739651561,-0.32571820551450004,-0.39331530096775,-0.42884800920849997,-0.5575247108975,-0.43574269731099996,-0.46061597068749993,-0.46453265738050004,-0.43182411895399997,-0.4993047739645,-0.6355745273915,-0.4973224134155,-0.6099297142569999,-0.39292653886225004,-0.438054821616,-0.478662563819,-0.51053416446175,-0.39339299158600005,-0.41882298977125,-0.53141806298,-0.510234887855,-0.21756481225675,-0.403910226451,-0.544370557271,-0.43109294173625,-0.24734677328575,-0.40856515371549995,-0.462052944705,-0.43283006205725,-0.51244165037225,-0.5203362665375,-0.49655985040075,-0.526596642144,-0.5558310999489999,-0.30992469958225,-0.39812873284975003,-0.526181133828,-0.37693911459525,-0.51089237359275,-0.5971893467605,-0.4506521592785,-0.6096023875485,-0.47527352249175003,-0.47521462678775,-0.5759806890895,-0.3850012732555,-0.491399698156,-0.519901323498,-0.5090628663022501,-0.40229164315724997,-0.37814136621425,-0.18840392406025003,-0.43304862248525,-0.41712860792075,-0.4615196964385,-0.2640308797915,-0.24822974779100002,-0.25395840922975,-0.36005053116600005,-0.40240468221000003,-0.420478725069,-0.4140260361325,-0.37272071628225,-0.4463315788505,-0.52168248579075,-0.51314360805825,-0.53400029799,-0.38627142771175,-0.428869461091,-0.35311539101199996,-0.48736598717225,-0.38208686521699997,-0.50917373612825,-0.57540206670975,-0.511882074478,-0.51120196142975,-0.39217502515924996,-0.3894598123865,-0.40230607382425,-0.5534144777032499,-0.46739498281275,-0.35191259798325,-0.401444838647,-0.48852582708325,-0.4452435413025,-0.38660351223725,-0.288613934428,-0.5215720717045,-0.34758378577625004,-0.48413951713149994,-0.59286330576725,-0.49165387470300004,-0.32660785517525,-0.32296357577624996,-0.39870231930899996,-0.36721563016400005,-0.36740283460025003,-0.5658522131354999,-0.42786800227825,-0.433972801527,-0.47595932221975,-0.42786671878575,-0.55502724069475,-0.40827558068975,-0.12618505117185,-0.38327909309999997,-0.34618427979110006
IGDCC3,-0.5525740067475,-0.46432110342325,-0.39637985041,-0.51379441078875,-0.49984708017625,-0.39498568051899996,-0.3404409742435,-0.22922134881375,-0.43242038172999997,-0.46262412136175,-0.58492417305325,-0.49356827694625,-0.45970746776724997,-0.42774728430425,-0.40820542765900003,-0.45122334008975,-0.45408079287299996,-0.48324807092899996,-0.4761257391155,-0.33355891120275,-0.42890267039125,-0.407766627767,-0.5163002593552499,-0.496563866879,-0.36804466842675,-0.49221138033,-0.50257320019625,-0.21400190794299997,-0.479454444595,-0.5808497899689999,-0.313209944773,-0.19167340185600001,-0.29297680154774997,-0.277767968902,-0.38045436384200004,-0.5216703550077499,-0.49352365369600004,-0.49941748254350005,-0.45979710307949995,-0.58535127389325,-0.25673975059974996,-0.35728932710600003,-0.45797468136749997,-0.351257033984,-0.4627491273245,-0.574307354265,-0.44499940985175,-0.5983926030242499,-0.47521462678775,-0.3571891748675,-0.59687961283825,-0.3985160856365,-0.3931209061595,-0.48971925933124993,-0.496498239329,-0.39677996194325,-0.34609371536875,-0.19072018290249998,-0.335554560183,-0.45104142020525007,-0.4573876098435,-0.199658536277,-0.15037886103575,-0.1448347991771,-0.40782383198350003,-0.4028316021525,-0.36682675979925,-0.263041371783,-0.31288511381575,-0.41715498820875,-0.51335832502375,-0.49573182162499996,-0.5314692758392501,-0.38313513033900004,-0.4124972506705,-0.3571628552755,-0.5149553188075,-0.37348765493825,-0.5229304213325,-0.5907520934892501,-0.46329928483224997,-0.51258465672275,-0.32729227576875,-0.40890213546075005,-0.36519164754575,-0.5179197583920001,-0.4157565821865,-0.36629593459075,-0.46519465848349995,-0.480303269602,-0.42867745915225,-0.44384614184875,-0.24475702459874998,-0.571297550328,-0.29201930168824997,-0.5647340654395,-0.48925194354425,-0.41264901206750004,-0.32771685066425005,-0.44032081323725003,-0.34145912107925,-0.31302723278575,-0.25916955981324996,-0.5869924145355,-0.39250746878525,-0.38692213521675,-0.45466122556974997,-0.4426898366245,-0.619461187715,-0.41635630512625,-0.12364146620814999,-0.39536005387525,-0.28085560268706666
IKZF3,-0.58598611211175,-0.5908335401989999,-0.52754005401625,-0.60495310655,-0.544343681472,-0.46633515937775,-0.5341686826805,-0.41278612812225,-0.5614774333345001,-0.5589142457625,-0.6647980607252499,-0.516423251487,-0.6035525250817501,-0.5357255364889999,-0.5072603371972499,-0.5241449681335,-0.532048823052,-0.35758209548950004,-0.5495900711317501,-0.43252881981424995,-0.543480494914,-0.6154059385775,-0.57726101788025,-0.59339840503125,-0.57045836687675,-0.5148475438665,-0.550300858717,-0.33618221860775,-0.47409252608075,-0.6213467654625,-0.49308567495525,-0.44957593219075004,-0.4234214794395,-0.586694410784,-0.34291669354224996,-0.56670290856375,-0.59311391776025,-0.55162429433725,-0.54681194147875,-0.5647450872194999,-0.441635394495,-0.46072797386299996,-0.618542908116,-0.5971599068005,-0.52038530387775,-0.610200917632,-0.53378796107625,-0.6012178680035001,-0.5759806890895,-0.59687961283825,-0.514303149515,-0.5228943074265,-0.5603830485504999,-0.5428723407732501,-0.576946436099,-0.537075824157,-0.48023979189125,-0.34097347463175,-0.5073386291135,-0.5807559431089999,-0.57503372616475,-0.34447243584349996,-0.20822358849625,-0.2537396657525,-0.459987090891,-0.4687879213435,-0.51997170630625,-0.40518531811725,-0.49042912193475,-0.57980833161475,-0.60352369868475,-0.53478440673475,-0.6297298694305,-0.39836798522399997,-0.5523672968975,-0.473779218946,-0.5972778065692499,-0.4832285676345,-0.62939027707575,-0.6048040180515001,-0.551601392991,-0.59212131875425,-0.54564043347125,-0.50152999754675,-0.5733280506027499,-0.5299030754630001,-0.5133683581997499,-0.40874502404900004,-0.52172522410925,-0.554893958119,-0.6192653361430001,-0.528674056648,-0.38586519426275,-0.606264851665,-0.4337354672435,-0.6059239636365,-0.619932413704,-0.552791084611,-0.48323448835725,-0.5081163428435,-0.60054525765175,-0.44438008028825005,-0.411731060529,-0.6042741364099999,-0.497349407429,-0.5094204675662499,-0.6023647574569999,-0.54834832149625,-0.59326040534125,-0.48857281743275,-0.23793581992075002,-0.49346276177924997,-0.4494944480366667
